species	taxon_id	corresponding_file
Pediococcus pentosaceus	1255	Pe_pentosaceus_6_1_S
Pediococcus acidilactici	1254	Pe_acidilactici_BCC1_C
Lactobacillus helveticus	1587	Lb_helveticus_IMAU30034_S
Brevibacillus brevis	1393	Lb_brevis_100D8_C
Streptococcus thermophilus	1308	St_thermophilus_ACA-DC_2_C
Weissella confusa	1583	W_confusa_1479_S
Leuconostoc lactis	1246	Leu_lactis_1001095IJ_161003_G5_S
Bifidobacterium longum	216816	B_longum_LH_664_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_MGYG-HGUT-01293_C
Weissella confusa	1583	W_confusa_1433_S
Lactobacillus johnsonii	33959	Lb_johnsonii_FI9785_C
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_FAM_20558_S
Bifidobacterium breve	1685	B_breve_017W439_C
Bifidobacterium longum	216816	B_longum_AF27-1BH_S
Lactococcus lactis	1358	Lco_lactis_CIRM-BIA_852_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-bulgaricus_CIRM-BIA_844_S
Brevibacillus brevis	1393	Lb_brevis_ATCC_27305_S
Lactobacillus acidophilus	1579	Lb_acidophilus_FSI4_C
Leuconostoc citreum	33964	Leu_citreum_LBAE_C12_S
Pediococcus pentosaceus	1255	Pe_pentosaceus_SRCM102738_C
Lactobacillus crispatus	47770	Lb_crispatus_RL14_S
Lactococcus lactis	1358	Lco_lactis_CIRM-BIA_2200_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM-BIA_1412_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM_BIA123_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM-BIA_704_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-bulgaricus_CIRM-BIA_1376_S
Lactiplantibacillus plantarum	1590	Lb_plantarum_CIRM-BIA_2106_S
Lactobacillus johnsonii	33959	Lb_johnsonii_CIRM-BIA_871_S
Lactiplantibacillus plantarum	1590	Lb_plantarum_CIRM-BIA_465_S
Bifidobacterium breve	1685	B_breve_NRBB51_C
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_BPL15_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU20035_S
Brevibacillus brevis	1393	Lb_brevis_CIRM-BIA_2232_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-lactis_CIRM-BIA_225_S
Lactobacillus amylovorus	1604	Lb_amylovorus_CIRM-BIA_2077_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_CIRM-BIA_2131_S
Lactococcus cremoris	1359	Lco_cremoris_CIRM-BIA_1646_S
Streptococcus thermophilus	1308	St_thermophilus_B59671_C
Latilactobacillus curvatus	28038	Lb_curvatus_VRA_2sq_n_S
Brevibacillus brevis	1393	Lb_brevis_CIRM-BIA_2227_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_LR-B1_C
Pediococcus pentosaceus	1255	Pe_pentosaceus_GDIAS001_C
Weissella cibaria	137591	W_cibaria_1258_S
Bifidobacterium longum	216816	B_longum_EK13_S
Pediococcus acidilactici	1254	Pe_acidilactici_L2-A_S
Lactobacillus johnsonii	33959	Lb_johnsonii_CIRM-BIA_1448_S
Lactococcus lactis	1358	Lco_lactis_1001095IJ_161003_G11_S
Lactobacillus helveticus	1587	Lb_helveticus_CIRM-BIA_679_S
Lactococcus lactis	1358	Lco_lactis_F44_C
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM_BIA139_S
Bifidobacterium longum	216816	B_longum_AF05-2_S
Lactobacillus fermentum	1613	Lb_fermentum_712_S
Pediococcus acidilactici	1254	Pe_acidilactici_JQII-5_C
Lactococcus lactis	1358	Lco_lactis_subsp-lactis_S642_S
Latilactobacillus curvatus	28038	Lb_curvatus_IRG2_C
Brevibacillus brevis	1393	Lb_brevis_UCCLBBS449_C
Latilactobacillus sakei	1599	Lb_sakei_WiKim0074_C
Lactobacillus helveticus	1587	Lb_helveticus_IMAU80668_S
Lactococcus lactis	1358	Lco_lactis_IL1403_C
Bifidobacterium longum	216816	B_longum_J1101004_170508_D4_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_AMC0712_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_ATCC_11443_C
Bifidobacterium longum	216816	B_longum_B-longum_ssp_infantis_4_S
Brevibacillus brevis	1393	Lb_brevis_TMW_1-2112_C
Leuconostoc mesenteroides	1245	Leu_mesenteroides_FM06_C
Bifidobacterium breve	1685	B_breve_NRBB56_C
Lactiplantibacillus plantarum	1590	Lb_plantarum_WCFS1_C
Pediococcus acidilactici	1254	Pe_acidilactici_SRCM100424_C
Lactobacillus johnsonii	33959	Lb_johnsonii_CIRM-BIA_651_S
Lactobacillus amylovorus	1604	Lb_amylovorus_DSM_16698_S
Latilactobacillus sakei	1599	Lb_sakei_L15_S
Lactobacillus pentosus	1589	Lb_pentosus_IG5_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU60066_S
Bifidobacterium breve	1685	B_breve_JR01_C
Lactococcus lactis	1358	Lco_lactis_IL6288_C
Propionibacterium freudenreichii	1744	Pr_freudenreichii_PFRJS8_C
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM_BIA135_S
Lactococcus lactis	1358	Lco_lactis_LD61_S
Bifidobacterium longum	216816	B_longum_AF05-16_S
Lactobacillus helveticus	1587	Lb_helveticus_H10_C
Lactobacillus helveticus	1587	Lb_helveticus_IMAU60227_S
Pediococcus pentosaceus	1255	Pe_pentosaceus_DSM_20333_S
Lactobacillus acidophilus	1579	Lb_acidophilus_CIRM-BIA_447_S
Pediococcus pentosaceus	1255	Pe_pentosaceus_LBAE_E3_S
Bifidobacterium longum	216816	B_longum_UMB0788_S
Lentilactobacillus buchneri	1581	Lb_buchneri_CIRM-BIA_845_S
Streptococcus thermophilus	1308	St_thermophilus_GABA_C
Lactobacillus delbrueckii	1584	Lb_delbrueckii_CBC-LB8_S
Latilactobacillus curvatus	28038	Lb_curvatus_TMW_1-1928_C
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_CIRM-BIA_1436_S
Bifidobacterium longum	216816	B_longum_CMCC_P0001_S
Lacticaseibacillus paracasei	1597	Lb_paracasei_CIRM-BIA_2129_S
Lactobacillus johnsonii	33959	Lb_johnsonii_CIRM-BIA_650_S
Pediococcus acidilactici	1254	Pe_acidilactici_ZPA017_C
Leuconostoc lactis	1246	Leu_lactis_CBA3625_C
Bifidobacterium longum	216816	B_longum_TM01-1_S
Lactobacillus gasseri	1596	Lb_gasseri_SJ-9E-US_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CB129slpB_C
Bifidobacterium longum	216816	B_longum_NCC2705_C
Bifidobacterium longum	216816	B_longum_CCUG_52486_S
Lactiplantibacillus plantarum	1590	Lb_plantarum_1527_S
Latilactobacillus sakei	1599	Lb_sakei_FAM18311_C
Lactiplantibacillus plantarum	1590	Lb_plantarum_JDM1_C
Pediococcus acidilactici	1254	Pe_acidilactici_SRCM103367_C
Leuconostoc citreum	33964	Leu_citreum_CIRM-BIA_2090_S
Lacticaseibacillus casei	1582	Lb_casei_ATCC_393_C
Lactobacillus helveticus	1587	Lb_helveticus_IMAU60206_S
Limosilactobacillus reuteri	1598	Lb_reuteri_CIRM-BIA_911_S
Bifidobacterium longum	216816	B_longum_AM20-19AC_S
Streptococcus thermophilus	1308	St_thermophilus_CS8_C
Bifidobacterium longum	216816	B_longum_NCTC11818_C
Lactobacillus crispatus	47770	Lb_crispatus_UMNLC24_S
Bifidobacterium longum	216816	B_longum_35624_C
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_CIRM-BIA_1952_S
Bifidobacterium breve	1685	B_breve_JCP7499_S
Streptococcus thermophilus	1308	St_thermophilus_CS5_C
Leuconostoc lactis	1246	Leu_lactis_WiKim40_C
Pediococcus acidilactici	1254	Pe_acidilactici_IRZ12B_S
Pediococcus acidilactici	1254	Pe_acidilactici_MGYG-HGUT-01296_S
Lactobacillus amylovorus	1604	Lb_amylovorus_CIRM-BIA_2078_S
Lentilactobacillus buchneri	1581	Lb_buchneri_CIRM-BIA_1514_S
Lactococcus lactis	1358	Lco_lactis_subsp-lactis_NCDO2125_S
Streptococcus thermophilus	1308	St_thermophilus_STH_CIRM_1055_C
Lactobacillus helveticus	1587	Lb_helveticus_IMAU10031_S
Streptococcus thermophilus	1308	St_thermophilus_STH_CIRM_1358_C
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-lactis_CIRM-BIA_1374_S
Lactococcus cremoris	1359	Lco_cremoris_CIRM-BIA_2199_S
Streptococcus thermophilus	1308	St_thermophilus_ST109_C
Bifidobacterium longum	216816	B_longum_AM39-10AC_S
Lactobacillus crispatus	47770	Lb_crispatus_NCK1351_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-lactis_CIRM-BIA_1377_S
Lactobacillus alimentarius	1602	Lb_alimentarius_DSM_20249_S
Lactobacillus helveticus	1587	Lb_helveticus_KLDS1-8701_C
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_390_LRHA_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_Lrh39_S
Lactococcus lactis	1358	Lco_lactis_subsp-lactis_UCMA5716_S
Streptococcus salivarius	1304	Lb_salivarius_UCC118_C
Lactococcus lactis	1358	Lco_lactis_MS22336_S
Pediococcus pentosaceus	1255	Pe_pentosaceus_SRCM102739_C
Lactobacillus crispatus	47770	Lb_crispatus_MV-1A-US_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_BIO6870_C
Lactobacillus kefiranofaciens	267818	Lb_kefiranofaciens_LKK75_C
Lentilactobacillus hilgardii	1588	Lb_hilgardii_CIRM-BIA_2119_S
Lactococcus lactis	1358	Lco_lactis_158_C
Lactobacillus fermentum	1613	Lb_fermentum_CIRM-BIA_2154_S
Lactococcus lactis	1358	Lco_lactis_UC063_C
Streptococcus thermophilus	1308	St_thermophilus_STH_CIRM_32_C
Lactobacillus gasseri	1596	Lb_gasseri_770_LJOH_S
Bifidobacterium longum	216816	B_longum_VMKB44_S
Lactobacillus helveticus	1587	Lb_helveticus_FAM8106_S
Bifidobacterium breve	1685	B_breve_ACS-071-V-Sch8b_C
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-bulgaricus_CIRM-BIA_1378_S
Lactobacillus johnsonii	33959	Lb_johnsonii_IDCC9203_C
Lactococcus cremoris	1359	Lco_cremoris_CIRM-BIA_1571_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_JCM_17838_C
Leuconostoc suionicum	1511761	Leu_suionicum_CIRM-BIA_2126_S
Weissella confusa	1583	W_confusa_1486_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_TS1-06_C
Lactobacillus crispatus	47770	Lb_crispatus_UMB0803_S
Lactiplantibacillus plantarum	1590	Lb_plantarum_1529_S
Bifidobacterium longum	216816	B_longum_AF03-10_S
Brevibacillus brevis	1393	Lb_brevis_994_S
Lentilactobacillus buchneri	1581	Lb_buchneri_LA1181_S
Bifidobacterium longum	216816	B_longum_CMW7750_S
Brevibacillus brevis	1393	Lb_brevis_CIRM-BIA_2231_S
Streptococcus thermophilus	1308	St_thermophilus_STH_CIRM_29_C
Bifidobacterium breve	1685	B_breve_lw01_C
Lactobacillus delbrueckii	1584	Lb_delbrueckii_L99_C
Limosilactobacillus reuteri	1598	Lb_reuteri_ATCC_53608_C
Pediococcus pentosaceus	1255	Pe_pentosaceus_FAM_24211_S
Bifidobacterium longum	216816	B_longum_1001175st1_G10_S
Bifidobacterium breve	1685	B_breve_W20-13_S
Lactococcus lactis	1358	Lco_lactis_CIRM-BIA_1216_S
Bifidobacterium longum	216816	B_longum_N3E01-2_S
Weissella cibaria	137591	W_cibaria_1374_S
Lactococcus lactis	1358	Lco_lactis_UC06_C
Lentilactobacillus buchneri	1581	Lb_buchneri_1014_S
Lactobacillus amylovorus	1604	Lb_amylovorus_CIRM-BIA_2076_S
Lactobacillus acidophilus	1579	Lb_acidophilus_CIRM-BIA_437_S
Lactococcus cremoris	1359	Lco_cremoris_C2_S
Brevibacillus brevis	1393	Lb_brevis_SA-C12_C
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-lactis_CIRM-BIA_231_S
Bifidobacterium breve	1685	B_breve_NRBB11_C
Lactobacillus acidophilus	1579	Lb_acidophilus_La-14_C
Pediococcus pentosaceus	1255	Pe_pentosaceus_SRCM100194_C
Lactiplantibacillus plantarum	1590	Lb_plantarum_CIRM-BIA_776_S
Bifidobacterium longum	216816	B_longum_AM11-2_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_866_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_CIRM-BIA_675_S
